id_envio,id_ruta,id_vehiculo,peso_kg,volumen_m3,estado,tipo_carga_norm,origen,destino,distancia_km,tiempo_estimado_hrs,tipo_via,peaje_total,tipo,capacidad_kg,capacidad_m3,año_fabricacion,estado_vehiculo,km_recorridos,dias_en_transito,eficiencia_peso,eficiencia_volumen,costo_por_km,mes_envio,dia_semana_envio,trimestre_envio
273.0,20,47.0,9403.4,38.56,Cancelado,Refrigerada,Viña del Mar,Santiago,1071.6,14.5,Ruta Nacional,737.0,Furgón,10000.0,54.1,2022.0,Operativo,191502.0,6.0,0.94034,0.7127541589648799,0.6877566256065697,7.0,1.0,3.0
274.0,66,39.0,10916.6,1.94,Cancelado,General,San Fernando,Santiago,883.7,12.2,Autopista,7202.0,Furgón,5000.0,38.1,2018.0,Operativo,235075.0,6.0,1.105755,0.8255102040816326,6.885564797424202,7.0,2.0,3.0
275.0,1,27.0,7468.85,43.46,Entregado,Refrigerada,La Florida,Pucón,420.3,6.3,Camino Rural,13931.0,Van,1000.0,22.1,2010.0,Operativo,88004.0,5.0,1.105755,1.9665158371040723,33.14537235308113,7.0,3.0,3.0
276.0,58,54.0,7468.85,54.34,Entregado,Perecible,Angol,San Fernando,1463.5,20.9,Ruta Nacional,505.0,Van,5000.0,63.9,2020.0,Operativo,295428.0,6.0,1.105755,0.8503912363067293,0.3450632046463956,7.0,3.0,3.0
278.0,6,26.0,5645.6,35.07,Entregado,Frágil,San Fernando,Santiago,883.7,12.2,Autopista,7202.0,Semi-Remolque,5000.0,24.0,2016.0,Operativo,347864.0,6.0,1.12912,1.46125,6.885564797424202,7.0,5.0,3.0
279.0,50,28.0,9604.3,40.31,En Tránsito,Perecible,Angol,Los Ángeles,426.6,9.1,Autopista,12235.0,Semi-Remolque,5000.0,5.9,2021.0,Operativo,32072.0,5.0,1.105755,6.832203389830508,28.68026254102203,7.0,6.0,3.0
280.0,72,13.0,7427.0,30.58,En Tránsito,Perecible,Temuco,Las Condes,751.5,15.8,Urbana,6554.0,Van,5000.0,22.1,2015.0,Operativo,447261.0,6.0,1.4854,0.8255102040816326,8.721224218230207,7.0,6.0,3.0
281.0,20,12.0,12738.5,5.53,Retrasado,Frágil,Viña del Mar,Santiago,1071.6,14.5,Ruta Nacional,737.0,Furgón,20000.0,23.1,2010.0,Operativo,282654.0,6.0,0.636925,0.2393939393939393,0.6877566256065697,7.0,0.0,3.0
283.0,5,13.0,2566.7,17.08,Entregado,General,Cauquenes,San Fernando,914.3,22.9,Camino Rural,5128.0,Furgón,5000.0,38.1,2018.0,Operativo,235075.0,5.0,1.105755,0.8255102040816326,5.608662364650552,7.0,2.0,3.0
284.0,41,2.0,2052.1,38.44,Entregado,General,Quilpué,Puerto Montt,1721.5,21.1,Urbana,3153.0,Furgón,5000.0,38.7,2019.0,Operativo,179180.0,6.0,0.41042,0.99328165374677,1.831542259657276,7.0,2.0,3.0
286.0,34,57.0,4525.4,9.29,Retrasado,Perecible,Ovalle,Rancagua,1824.2,11.7,Urbana,3064.0,Camión,5000.0,57.1,2016.0,Operativo,110804.0,5.0,0.90508,0.1626970227670753,1.6796403903080803,7.0,4.0,3.0
287.0,80,57.0,288.4,12.48,En Tránsito,Refrigerada,Puerto Montt,Viña del Mar,235.8,1.8,Ruta Nacional,3117.0,Camión,5000.0,57.1,2016.0,Operativo,110804.0,6.0,0.0576799999999999,0.2185639229422066,13.21882951653944,7.0,4.0,3.0
288.0,45,34.0,13330.8,37.34,Devuelto,Frágil,Ovalle,Quilpué,1876.7,13.5,Autopista,521.0,Camioneta,3000.0,14.8,2020.0,Operativo,374404.0,6.0,4.4436,2.522972972972973,0.2776149624340597,7.0,5.0,3.0
289.0,71,23.0,3411.2,7.78,Retrasado,Perecible,Rancagua,Maipú,487.0,15.1,Urbana,6707.0,Camión,1000.0,62.1,2024.0,Operativo,397688.0,6.0,3.4112,0.1252818035426731,13.772073921971252,7.0,6.0,3.0
291.0,71,52.0,10764.3,50.13,Entregado,Frágil,Rancagua,Maipú,487.0,15.1,Urbana,6707.0,Semi-Remolque,5000.0,69.4,2013.0,En Mantención,171940.0,6.0,2.15286,0.7223342939481268,13.772073921971252,7.0,0.0,3.0
293.0,78,29.0,3029.9,29.33,Entregado,Perecible,Osorno,La Florida,824.4,5.2,Urbana,14342.0,Camión,10000.0,14.8,2018.0,Fuera De Servicio,91015.0,6.0,0.30299,1.9817567567567564,17.39689471130519,8.0,2.0,3.0
294.0,78,35.0,3520.6,56.47,Entregado,Perecible,Osorno,La Florida,824.4,5.2,Urbana,14342.0,Semi-Remolque,3000.0,19.9,2022.0,Operativo,409273.0,5.0,1.173533333333333,2.837688442211056,17.39689471130519,8.0,3.0,3.0
295.0,44,11.0,7823.8,13.71,Retrasado,Peligrosa,Ovalle,Santiago,799.5,1.4,Camino Rural,13523.0,Van,20000.0,5.3,2017.0,Operativo,476196.0,6.0,0.39119,2.586792452830189,16.914321450906815,8.0,3.0,3.0
298.0,44,13.0,4828.7,45.34,Entregado,Refrigerada,Ovalle,Santiago,799.5,1.4,Camino Rural,13523.0,Furgón,5000.0,38.1,2018.0,Operativo,235075.0,5.0,1.105755,0.8255102040816326,16.914321450906815,8.0,6.0,3.0
299.0,20,11.0,2402.9,54.11,En Tránsito,Refrigerada,Viña del Mar,Santiago,1071.6,14.5,Ruta Nacional,737.0,Van,20000.0,5.3,2017.0,Operativo,476196.0,6.0,0.120145,10.209433962264152,0.6877566256065697,8.0,6.0,3.0
300.0,36,9.0,3085.7,54.94,Retrasado,Frágil,Ovalle,Chillán,1549.9,3.6,Autopista,14941.0,Van,5000.0,39.1,2022.0,Fuera De Servicio,77965.0,6.0,0.6171399999999999,1.4051150895140665,9.639976772695013,8.0,0.0,3.0
303.0,67,39.0,7468.85,1.59,En Tránsito,Frágil,Chillán,Puerto Montt,1065.6,1.0,Autopista,1914.0,Furgón,5000.0,38.1,2018.0,Operativo,235075.0,6.0,1.105755,0.8255102040816326,1.7961711711711714,8.0,2.0,3.0
304.0,39,48.0,9444.0,23.09,Entregado,Perecible,Valparaíso,Chillán,883.7,16.7,Urbana,1950.0,Furgón,10000.0,36.2,2021.0,Operativo,117009.0,6.0,0.9444,0.6378453038674032,6.885564797424202,8.0,3.0,3.0
305.0,24,13.0,14640.0,8.58,Entregado,Frágil,Castro,Chillán,1776.8,12.2,Autopista,10956.0,Furgón,5000.0,38.1,2018.0,Operativo,235075.0,5.0,1.105755,0.8255102040816326,6.166141377757767,8.0,4.0,3.0
306.0,70,29.0,4974.9,42.65,Entregado,Frágil,Talcahuano,Curicó,467.1,23.7,Autopista,13463.0,Camión,10000.0,14.8,2018.0,Fuera De Servicio,91015.0,6.0,0.49749,2.881756756756757,28.822521943909223,8.0,4.0,3.0
307.0,54,19.0,1788.6,39.7,Cancelado,Frágil,Pucón,Osorno,147.7,21.5,Urbana,2006.0,Van,20000.0,15.0,2014.0,Operativo,344398.0,6.0,0.08943,2.646666666666667,13.581584292484768,8.0,5.0,3.0
308.0,38,36.0,8560.1,2.73,Entregado,Refrigerada,Pucón,Cauquenes,374.6,15.0,Urbana,2710.0,Camioneta,5000.0,49.1,2023.0,Operativo,138259.0,6.0,1.71202,0.0556008146639511,7.234383342231713,8.0,6.0,3.0
309.0,74,32.0,7468.85,30.58,En Tránsito,Refrigerada,Coquimbo,Puerto Montt,1126.4,6.1,Urbana,1399.0,Camioneta,5000.0,78.9,2022.0,En Mantención,235075.0,5.0,1.105755,0.8255102040816326,1.242009943181818,8.0,0.0,3.0
310.0,80,7.0,7468.85,15.0,Entregado,General,Puerto Montt,Viña del Mar,235.8,1.8,Ruta Nacional,3117.0,Furgón,10000.0,48.7,2022.0,Operativo,235075.0,6.0,1.105755,0.3080082135523613,13.21882951653944,8.0,0.0,3.0
311.0,75,55.0,9341.5,25.99,Entregado,Frágil,Coquimbo,Santiago,277.6,12.2,Camino Rural,7813.0,Furgón,5000.0,55.5,2021.0,En Mantención,398945.0,6.0,1.8683,0.4682882882882883,28.144812680115272,8.0,1.0,3.0
312.0,32,28.0,4732.7,40.11,Entregado,Peligrosa,Rancagua,Temuco,234.5,13.8,Urbana,12045.0,Semi-Remolque,5000.0,5.9,2021.0,Operativo,32072.0,6.0,1.105755,6.798305084745762,51.36460554371002,8.0,2.0,3.0
315.0,70,60.0,10187.4,4.03,Retrasado,Perecible,Talcahuano,Curicó,467.1,23.7,Autopista,13463.0,Furgón,10000.0,15.6,2018.0,Operativo,235075.0,6.0,1.01874,0.2583333333333333,28.822521943909223,8.0,4.0,3.0
316.0,53,5.0,10879.2,24.15,Entregado,Perecible,Temuco,Coquimbo,1433.7,5.1,Autopista,7421.0,Semi-Remolque,3000.0,42.4,2010.0,Operativo,154526.0,6.0,3.6264,0.5695754716981132,5.17611773732301,8.0,5.0,3.0
317.0,51,13.0,14475.8,45.91,Retrasado,Perecible,Puente Alto,Castro,489.3,6.2,Ruta Nacional,941.0,Furgón,5000.0,38.1,2018.0,Operativo,235075.0,6.0,1.105755,0.8255102040816326,1.9231555283057429,8.0,5.0,3.0
318.0,76,55.0,3913.4,54.92,Entregado,Frágil,Ovalle,La Serena,647.2,21.9,Ruta Nacional,12546.0,Furgón,5000.0,55.5,2021.0,En Mantención,398945.0,6.0,0.78268,0.9895495495495495,19.385043263288008,8.0,6.0,3.0
319.0,56,22.0,286.7,24.87,En Tránsito,General,Quilpué,Puente Alto,572.2,17.1,Camino Rural,9738.0,Van,10000.0,47.8,2020.0,Operativo,386924.0,6.0,0.0286699999999999,0.5202928870292888,17.018524991261796,8.0,0.0,3.0
320.0,27,26.0,8188.7,25.47,En Tránsito,Peligrosa,Chillán,Pucón,1613.5,3.0,Ruta Nacional,5399.0,Semi-Remolque,5000.0,24.0,2016.0,Operativo,347864.0,6.0,1.63774,1.06125,3.34614192748683,8.0,1.0,3.0
321.0,38,42.0,10604.8,42.19,Devuelto,Refrigerada,Pucón,Cauquenes,374.6,15.0,Urbana,2710.0,Furgón,20000.0,6.7,2016.0,Operativo,456799.0,6.0,0.5302399999999999,6.297014925373134,7.234383342231713,8.0,1.0,3.0
322.0,62,12.0,11858.2,56.57,Entregado,Peligrosa,Rancagua,Rancagua,883.7,11.8,Urbana,3386.0,Furgón,20000.0,23.1,2010.0,Operativo,282654.0,6.0,0.59291,2.448917748917749,6.885564797424202,8.0,2.0,3.0
323.0,18,40.0,2914.1,16.1,Entregado,Refrigerada,Ovalle,Santiago,545.4,7.8,Ruta Nacional,13638.0,Camioneta,3000.0,23.5,2019.0,En Mantención,253966.0,6.0,0.9713666666666666,0.6851063829787235,25.005500550055007,8.0,3.0,3.0
324.0,64,19.0,3933.7,26.46,Cancelado,Refrigerada,La Serena,Curicó,1480.2,17.5,Urbana,10844.0,Van,20000.0,15.0,2014.0,Operativo,344398.0,5.0,0.196685,1.764,7.32603702202405,8.0,4.0,3.0
325.0,77,47.0,7693.7,47.78,Entregado,Peligrosa,Cauquenes,La Florida,1827.8,23.6,Camino Rural,12453.0,Furgón,10000.0,54.1,2022.0,Operativo,191502.0,6.0,0.76937,0.8831792975970425,6.813108655213918,8.0,4.0,3.0
326.0,30,1.0,4965.7,30.58,Retrasado,Frágil,Linares,San Fernando,1424.9,1.3,Autopista,5861.0,Camioneta,20000.0,49.2,2018.0,Operativo,267419.0,6.0,0.2482849999999999,0.8255102040816326,4.113271106744333,8.0,5.0,3.0
328.0,41,27.0,7111.7,37.7,En Tránsito,Frágil,Quilpué,Puerto Montt,1721.5,21.1,Urbana,3153.0,Van,1000.0,22.1,2010.0,Operativo,88004.0,6.0,7.1117,1.7058823529411764,1.831542259657276,8.0,6.0,3.0
329.0,13,18.0,7468.85,11.29,Entregado,Perecible,San Fernando,Santiago,762.6,19.0,Autopista,7901.0,Furgón,20000.0,38.9,2023.0,En Mantención,243705.0,6.0,1.105755,0.2902313624678663,10.360608444794124,8.0,0.0,3.0
330.0,34,50.0,8713.5,30.66,Entregado,General,Ovalle,Rancagua,1824.2,11.7,Urbana,3064.0,Furgón,5000.0,56.7,2017.0,En Mantención,443858.0,6.0,1.105755,0.5407407407407407,1.6796403903080803,8.0,1.0,3.0
332.0,66,2.0,4996.8,52.58,Entregado,Peligrosa,San Fernando,Santiago,883.7,12.2,Autopista,7202.0,Furgón,5000.0,38.7,2019.0,Operativo,179180.0,6.0,0.99936,1.3586563307493538,6.885564797424202,8.0,2.0,3.0
333.0,18,5.0,12472.9,27.8,Entregado,General,Ovalle,Santiago,545.4,7.8,Ruta Nacional,13638.0,Semi-Remolque,3000.0,42.4,2010.0,Operativo,154526.0,6.0,4.157633333333333,0.6556603773584906,25.005500550055007,8.0,3.0,3.0
334.0,5,29.0,4125.8,16.84,Entregado,Perecible,Cauquenes,San Fernando,914.3,22.9,Camino Rural,5128.0,Camión,10000.0,14.8,2018.0,Fuera De Servicio,91015.0,6.0,0.41258,1.1378378378378378,5.608662364650552,9.0,4.0,3.0
335.0,19,33.0,8196.0,13.93,Retrasado,Frágil,Puerto Montt,Talca,1625.7,19.9,Urbana,1526.0,Van,3000.0,28.1,2017.0,Operativo,186774.0,6.0,2.732,0.495729537366548,0.938672571815218,9.0,5.0,3.0
336.0,42,42.0,3218.0,52.47,Entregado,Peligrosa,La Florida,San Antonio,254.0,12.2,Ruta Nacional,7465.0,Furgón,20000.0,6.7,2016.0,Operativo,456799.0,6.0,0.1609,7.831343283582089,29.38976377952756,9.0,5.0,3.0
337.0,18,20.0,7138.1,10.34,Entregado,Refrigerada,Ovalle,Santiago,545.4,7.8,Ruta Nacional,13638.0,Furgón,10000.0,8.6,2016.0,Operativo,263978.0,6.0,0.7138100000000001,1.2023255813953488,25.005500550055007,9.0,6.0,3.0
338.0,32,30.0,4779.4,25.61,En Tránsito,Refrigerada,Rancagua,Temuco,234.5,13.8,Urbana,12045.0,Camión,1000.0,28.2,2021.0,Fuera De Servicio,235075.0,6.0,4.7794,0.9081560283687944,51.36460554371002,9.0,0.0,3.0
339.0,21,42.0,4007.9,11.31,Entregado,Refrigerada,Desconocido,Valparaíso,115.0,19.2,Camino Rural,80.0,Furgón,20000.0,6.7,2016.0,Operativo,456799.0,7.0,0.200395,1.6880597014925374,0.6956521739130435,9.0,0.0,3.0
340.0,10,5.0,14505.1,46.42,Entregado,Perecible,Curicó,Curicó,1645.1,15.2,Urbana,6351.0,Semi-Remolque,3000.0,42.4,2010.0,Operativo,154526.0,6.0,4.8350333333333335,1.094811320754717,3.860555589325877,9.0,1.0,3.0
341.0,37,50.0,2409.5,28.51,Entregado,Refrigerada,Viña del Mar,San Antonio,723.1,7.8,Urbana,1551.0,Furgón,5000.0,56.7,2017.0,En Mantención,443858.0,6.0,1.105755,0.5028218694885361,2.144931544737934,9.0,2.0,3.0
344.0,13,15.0,308.3,51.15,Entregado,General,San Fernando,Santiago,762.6,19.0,Autopista,7901.0,Furgón,5000.0,38.6,2023.0,Operativo,475899.0,6.0,1.105755,1.3251295336787563,10.360608444794124,9.0,4.0,3.0
345.0,17,20.0,10488.4,33.27,Retrasado,Frágil,Maipú,Rancagua,1556.6,17.9,Autopista,3799.0,Furgón,10000.0,8.6,2016.0,Operativo,263978.0,6.0,1.04884,3.868604651162791,2.4405756135166388,9.0,5.0,3.0
346.0,9,8.0,7468.85,43.1,Entregado,Refrigerada,Osorno,Osorno,1555.3,5.1,Ruta Nacional,7202.0,Furgón,5000.0,38.1,2018.0,Operativo,235075.0,6.0,1.105755,0.8255102040816326,6.885564797424202,9.0,6.0,3.0
347.0,44,49.0,616.9,53.83,Entregado,Frágil,Ovalle,Santiago,799.5,1.4,Camino Rural,13523.0,Camión,20000.0,18.5,2018.0,Operativo,311037.0,6.0,0.0308449999999999,2.909729729729729,16.914321450906815,9.0,6.0,3.0
348.0,78,31.0,6049.3,54.11,En Tránsito,Peligrosa,Osorno,La Florida,824.4,5.2,Urbana,14342.0,Camioneta,3000.0,13.8,2013.0,Operativo,230010.0,6.0,2.016433333333333,3.921014492753623,17.39689471130519,9.0,0.0,3.0
349.0,46,12.0,14028.9,19.78,Entregado,Frágil,San Fernando,La Serena,314.7,12.2,Ruta Nacional,4798.0,Furgón,20000.0,23.1,2010.0,Operativo,282654.0,6.0,0.701445,0.8562770562770563,15.246266285351128,9.0,1.0,3.0
350.0,8,21.0,186.4,57.15,En Tránsito,Refrigerada,Osorno,Quilpué,31.2,10.6,Autopista,14632.0,Semi-Remolque,5000.0,63.2,2024.0,Fuera De Servicio,154854.0,6.0,1.105755,0.904272151898734,468.974358974359,9.0,2.0,3.0
351.0,37,30.0,8822.4,1.59,Cancelado,Frágil,Viña del Mar,San Antonio,723.1,7.8,Urbana,1551.0,Camión,1000.0,28.2,2021.0,Fuera De Servicio,235075.0,6.0,8.8224,0.0563829787234042,2.144931544737934,9.0,2.0,3.0
352.0,19,27.0,7525.9,22.67,Cancelado,Perecible,Puerto Montt,Talca,1625.7,19.9,Urbana,1526.0,Van,1000.0,22.1,2010.0,Operativo,88004.0,6.0,7.5259,1.0257918552036198,0.938672571815218,9.0,3.0,3.0
353.0,63,44.0,7468.85,53.76,Entregado,Frágil,Villarrica,Coquimbo,1557.6,12.0,Camino Rural,377.0,Semi-Remolque,10000.0,31.05,2022.0,Operativo,306437.0,6.0,1.105755,1.7314009661835748,0.2420390344119158,9.0,4.0,3.0
354.0,46,26.0,1269.2,16.55,Entregado,Frágil,San Fernando,La Serena,314.7,12.2,Ruta Nacional,4798.0,Semi-Remolque,5000.0,24.0,2016.0,Operativo,347864.0,7.0,0.25384,0.6895833333333333,15.246266285351128,9.0,4.0,3.0
355.0,71,33.0,10226.1,16.46,Devuelto,Refrigerada,Rancagua,Maipú,487.0,15.1,Urbana,6707.0,Van,3000.0,28.1,2017.0,Operativo,186774.0,6.0,3.4087,0.5857651245551602,13.772073921971252,9.0,5.0,3.0
356.0,26,26.0,7468.85,18.23,Entregado,Peligrosa,Rancagua,Los Ángeles,1490.8,8.4,Autopista,10265.0,Semi-Remolque,5000.0,24.0,2016.0,Operativo,347864.0,6.0,1.105755,0.7595833333333334,6.885564797424202,9.0,6.0,3.0
358.0,46,36.0,14135.6,26.36,Entregado,Refrigerada,San Fernando,La Serena,314.7,12.2,Ruta Nacional,4798.0,Camioneta,5000.0,49.1,2023.0,Operativo,138259.0,7.0,2.82712,0.5368635437881873,15.246266285351128,9.0,0.0,3.0
359.0,75,40.0,12348.1,43.63,Entregado,Refrigerada,Coquimbo,Santiago,277.6,12.2,Camino Rural,7813.0,Camioneta,3000.0,23.5,2019.0,En Mantención,253966.0,6.0,4.116033333333333,1.8565957446808512,28.144812680115272,9.0,1.0,3.0
360.0,14,1.0,639.2,53.71,Entregado,Refrigerada,Los Ángeles,Valparaíso,1589.9,0.9,Camino Rural,4864.0,Camioneta,20000.0,49.2,2018.0,Operativo,267419.0,6.0,0.03196,1.0916666666666666,3.059311906409208,9.0,2.0,3.0
361.0,63,59.0,7071.5,40.48,Cancelado,Refrigerada,Villarrica,Coquimbo,1557.6,12.0,Camino Rural,377.0,Furgón,5000.0,75.9,2014.0,En Mantención,94179.0,6.0,1.4143,0.5333333333333332,0.2420390344119158,9.0,3.0,3.0
363.0,3,50.0,4659.1,55.97,Entregado,Frágil,Rancagua,Rengo,679.6,18.4,Urbana,2447.0,Furgón,5000.0,56.7,2017.0,En Mantención,443858.0,6.0,1.105755,0.9871252204585538,3.6006474396703942,9.0,4.0,3.0
364.0,28,1.0,6775.5,15.94,Retrasado,Refrigerada,Las Condes,San Antonio,550.1,6.7,Ruta Nacional,10017.0,Camioneta,20000.0,49.2,2018.0,Operativo,267419.0,6.0,0.338775,0.3239837398373983,18.209416469732776,9.0,5.0,3.0
365.0,29,11.0,5769.1,9.08,Entregado,Refrigerada,Ovalle,Pucón,948.5,20.2,Ruta Nacional,609.0,Van,20000.0,5.3,2017.0,Operativo,476196.0,7.0,0.288455,1.7132075471698114,0.6420664206642066,9.0,5.0,3.0
366.0,18,55.0,6490.7,5.49,Entregado,Refrigerada,Ovalle,Santiago,545.4,7.8,Ruta Nacional,13638.0,Furgón,5000.0,55.5,2021.0,En Mantención,398945.0,6.0,1.29814,0.0989189189189189,25.005500550055007,9.0,6.0,3.0
367.0,35,13.0,14689.1,33.85,Retrasado,Peligrosa,Rancagua,Angol,1308.4,19.1,Autopista,3708.0,Furgón,5000.0,38.1,2018.0,Operativo,235075.0,6.0,1.105755,0.8255102040816326,2.8339957199633137,9.0,0.0,3.0
368.0,77,1.0,1338.6,6.91,En Tránsito,Refrigerada,Cauquenes,La Florida,1827.8,23.6,Camino Rural,12453.0,Camioneta,20000.0,49.2,2018.0,Operativo,267419.0,6.0,0.0669299999999999,0.1404471544715447,6.813108655213918,9.0,1.0,3.0
369.0,76,13.0,13834.2,8.41,Entregado,Frágil,Ovalle,La Serena,647.2,21.9,Ruta Nacional,12546.0,Furgón,5000.0,38.1,2018.0,Operativo,235075.0,7.0,1.105755,0.8255102040816326,19.385043263288008,9.0,1.0,3.0
370.0,47,44.0,7208.7,18.07,Entregado,Refrigerada,San Fernando,La Serena,29.6,3.2,Autopista,8950.0,Semi-Remolque,10000.0,31.05,2022.0,Operativo,306437.0,6.0,0.72087,0.581964573268921,302.36486486486484,9.0,2.0,3.0
371.0,5,16.0,9359.9,16.97,Devuelto,Frágil,Cauquenes,San Fernando,914.3,22.9,Camino Rural,5128.0,Camioneta,1000.0,78.5,2020.0,Fuera De Servicio,115935.0,6.0,9.3599,0.2161783439490445,5.608662364650552,9.0,3.0,3.0
372.0,75,54.0,12454.4,36.29,Cancelado,Perecible,Coquimbo,Santiago,277.6,12.2,Camino Rural,7813.0,Van,5000.0,63.9,2020.0,Operativo,295428.0,6.0,2.49088,0.5679186228482003,28.144812680115272,9.0,4.0,3.0
373.0,59,22.0,5413.3,49.02,Retrasado,General,Temuco,Santiago,1070.4,3.5,Autopista,2117.0,Van,10000.0,47.8,2020.0,Operativo,386924.0,7.0,0.54133,1.0255230125523014,1.977765321375187,9.0,4.0,3.0
374.0,75,42.0,6462.0,45.7,Entregado,Peligrosa,Coquimbo,Santiago,277.6,12.2,Camino Rural,7813.0,Furgón,20000.0,6.7,2016.0,Operativo,456799.0,6.0,0.3231,6.82089552238806,28.144812680115272,9.0,5.0,3.0
375.0,59,18.0,6148.7,15.82,Retrasado,Frágil,Temuco,Santiago,1070.4,3.5,Autopista,2117.0,Furgón,20000.0,38.9,2023.0,En Mantención,243705.0,6.0,0.307435,0.4066838046272494,1.977765321375187,10.0,6.0,4.0
376.0,47,47.0,5627.2,14.79,Entregado,Perecible,San Fernando,La Serena,29.6,3.2,Autopista,8950.0,Furgón,10000.0,54.1,2022.0,Operativo,191502.0,6.0,0.56272,0.2733826247689463,302.36486486486484,10.0,0.0,4.0
377.0,13,17.0,7468.85,57.95,Devuelto,General,San Fernando,Santiago,762.6,19.0,Autopista,7901.0,Furgón,10000.0,31.3,2014.0,Operativo,341278.0,7.0,1.105755,1.8514376996805115,10.360608444794124,10.0,0.0,4.0
379.0,33,10.0,1643.9,52.8,Entregado,General,Las Condes,Osorno,1414.7,13.7,Urbana,10742.0,Van,1000.0,20.7,2024.0,Operativo,431424.0,6.0,1.6439,2.550724637681159,7.593129285360853,10.0,2.0,4.0
380.0,62,35.0,1630.8,12.06,Entregado,Frágil,Rancagua,Rancagua,883.7,11.8,Urbana,3386.0,Semi-Remolque,3000.0,19.9,2022.0,Operativo,409273.0,7.0,0.5436,0.6060301507537689,6.885564797424202,10.0,2.0,4.0
381.0,13,58.0,6423.8,56.84,Retrasado,Perecible,San Fernando,Santiago,762.6,19.0,Autopista,7901.0,Semi-Remolque,1000.0,38.1,2017.0,Operativo,79000.0,6.0,6.4238,1.4918635170603676,10.360608444794124,10.0,3.0,4.0
382.0,16,21.0,1488.9,20.6,Retrasado,Refrigerada,Santiago,San Antonio,1703.5,8.3,Autopista,6641.0,Semi-Remolque,5000.0,63.2,2024.0,Fuera De Servicio,154854.0,6.0,1.105755,0.3259493670886076,3.898444379219255,10.0,4.0,4.0
384.0,58,6.0,2163.9,42.46,En Tránsito,Perecible,Angol,San Fernando,1463.5,20.9,Ruta Nacional,505.0,Camión,1000.0,74.9,2017.0,Fuera De Servicio,145004.0,7.0,2.1639,0.5668891855807743,0.3450632046463956,10.0,5.0,4.0
385.0,6,3.0,7840.4,30.58,Retrasado,Refrigerada,San Fernando,Santiago,883.7,12.2,Autopista,7202.0,Camión,10000.0,69.4,2012.0,En Mantención,478395.0,6.0,0.78404,0.8255102040816326,6.885564797424202,10.0,6.0,4.0
386.0,15,41.0,118.2,19.14,Entregado,Frágil,Talcahuano,Puerto Montt,1750.1,11.8,Autopista,1666.0,Furgón,5000.0,38.8,2014.0,Operativo,33259.0,6.0,1.105755,0.493298969072165,0.9519456031083938,10.0,0.0,4.0
387.0,4,43.0,4755.8,33.27,Retrasado,Frágil,Temuco,Santiago,1182.4,9.6,Autopista,3738.0,Camioneta,5000.0,53.1,2024.0,Fuera De Servicio,89400.0,6.0,0.95116,0.6265536723163843,3.1613667117726654,10.0,1.0,4.0
388.0,56,21.0,10161.1,43.87,Cancelado,Frágil,Quilpué,Puente Alto,572.2,17.1,Camino Rural,9738.0,Semi-Remolque,5000.0,63.2,2024.0,Fuera De Servicio,154854.0,7.0,1.105755,0.6941455696202531,17.018524991261796,10.0,1.0,4.0
389.0,64,13.0,7265.7,2.64,Entregado,Perecible,La Serena,Curicó,1480.2,17.5,Urbana,10844.0,Van,5000.0,22.1,2015.0,Operativo,447261.0,6.0,1.45314,0.1194570135746606,7.32603702202405,10.0,2.0,4.0
390.0,68,18.0,14674.3,0.77,Entregado,Frágil,Osorno,Santiago,883.7,19.4,Urbana,13550.0,Furgón,20000.0,38.9,2023.0,En Mantención,243705.0,6.0,0.733715,0.0197943444730077,6.885564797424202,10.0,3.0,4.0
392.0,56,54.0,5392.5,8.0,Entregado,Frágil,Quilpué,Puente Alto,572.2,17.1,Camino Rural,9738.0,Van,5000.0,63.9,2020.0,Operativo,295428.0,7.0,1.0785,0.1251956181533646,17.018524991261796,10.0,4.0,4.0
393.0,32,60.0,6918.0,39.89,Entregado,Peligrosa,Rancagua,Temuco,234.5,13.8,Urbana,12045.0,Furgón,10000.0,15.6,2018.0,Operativo,235075.0,6.0,0.6918,2.5570512820512823,51.36460554371002,10.0,5.0,4.0
394.0,9,24.0,12685.9,12.92,Retrasado,Frágil,Osorno,Osorno,1555.3,5.1,Ruta Nacional,7202.0,Van,10000.0,16.2,2012.0,Operativo,337731.0,6.0,1.26859,0.7975308641975309,6.885564797424202,10.0,6.0,4.0
395.0,63,27.0,7468.85,26.03,Entregado,Frágil,Villarrica,Coquimbo,1557.6,12.0,Camino Rural,377.0,Van,1000.0,22.1,2010.0,Operativo,88004.0,7.0,1.105755,1.1778280542986426,0.2420390344119158,10.0,6.0,4.0
396.0,72,54.0,12311.2,11.94,Entregado,Frágil,Temuco,Las Condes,751.5,15.8,Urbana,6554.0,Van,5000.0,63.9,2020.0,Operativo,295428.0,7.0,2.46224,0.1868544600938967,8.721224218230207,10.0,0.0,4.0
397.0,78,4.0,1928.0,32.95,En Tránsito,Frágil,Osorno,La Florida,824.4,5.2,Urbana,14342.0,Camioneta,1000.0,49.2,2017.0,Operativo,13823.0,6.0,1.928,0.6697154471544715,17.39689471130519,10.0,1.0,4.0
398.0,33,22.0,14968.7,7.05,En Tránsito,Peligrosa,Las Condes,Osorno,1414.7,13.7,Urbana,10742.0,Van,10000.0,47.8,2020.0,Operativo,386924.0,6.0,1.49687,0.1474895397489539,7.593129285360853,10.0,2.0,4.0
